project_id, project, ticket_id, created, updated, completed, title, totalcomments, status, author, owner, milestone
"1", "grit", "57", "2011-03-20 18:12:27", "2011-12-22 06:45:23", "open", "Error when trying to get commits in the empty repo", "1", "open", "nashby", "no owner", "no milestone"
"1", "grit", "56", "2011-02-25 08:16:19", "2011-03-01 02:12:40", "open", "git.rev_list is incorrect for tags", "2", "open", "pellucidity", "no owner", "no milestone"
"1", "grit", "55", "2011-02-10 02:10:48", "2012-10-22 15:51:43", "open", "Support git hooks", "7", "open", "kylef", "no owner", "no milestone"
"1", "grit", "54", "2011-02-01 11:50:57", "2011-08-03 05:20:46", "open", "Index#write_tree won't remove directories", "4", "open", "koraktor", "no owner", "no milestone"
"1", "grit", "53", "2011-01-27 20:54:07", "2011-01-27 20:54:07", "open", "Avoid spurious changes in diff-* commands", "0", "open", "wisq", "no owner", "no milestone"
"1", "grit", "52", "2011-01-26 18:40:02", "2013-10-15 21:34:24", "open", "Memoize index", "3", "open", "georgeguimaraes", "no owner", "no milestone"
"1", "grit", "47", "2010-12-10 20:21:15", "2010-12-17 20:22:16", "open", "NoSuchPathError when cloning remote repo via ssh. Cloning remote also seems a little difficult.", "1", "open", "garysweaver", "no owner", "no milestone"
"1", "grit", "45", "2010-11-28 20:18:54", "2013-10-15 21:44:05", "open", "Make Repo#diff return valid blobs", "2", "open", "schleyfox", "no owner", "no milestone"
"1", "grit", "43", "2010-11-15 16:36:25", "2013-04-06 15:29:53", "open", "Use appropriate working tree in git commands", "3", "open", "lambda", "no owner", "no milestone"
"1", "grit", "41", "2010-11-04 06:38:41", "2012-04-17 15:39:43", "open", "grit.commits_since... SystemStackError: stack level too deep", "9", "open", "hedgehog", "no owner", "no milestone"
"1", "grit", "39", "2010-10-30 10:28:36", "2010-10-30 10:28:36", "open", "Improved repository check in Repo#initialize", "0", "open", "koraktor", "no owner", "no milestone"
"1", "grit", "38", "2010-10-19 02:52:02", "2012-04-21 18:23:42", "open", "Grit::GitRuby::Repository.rev_list can produce results in the wrong order (parent before child)", "6", "open", "pauldowman", "no owner", "no milestone"
"1", "grit", "34", "2010-10-12 03:58:43", "2010-10-23 22:55:01", "open", "test_tag.rb 's ordering of tags disagrees with git(1).", "4", "open", "binki", "no owner", "no milestone"
"1", "grit", "33", "2010-10-12 02:59:32", "2011-07-10 03:35:34", "open", "Include Rakefile and tests in gem", "2", "open", "binki", "no owner", "no milestone"
"1", "grit", "32", "2010-10-11 04:28:16", "2012-02-07 10:32:56", "open", "Hunks", "6", "open", "pwnall", "no owner", "no milestone"
"1", "grit", "31", "2010-09-13 09:34:48", "2012-09-25 22:34:38", "open", "Git pull and reset", "5", "open", "morgoth", "no owner", "no milestone"
"1", "grit", "30", "2010-09-04 23:13:22", "2010-09-06 15:57:28", "open", "Repo.commit deletes objects that don't exist on the FS", "1", "open", "mkfs", "no owner", "no milestone"
"1", "grit", "28", "2010-08-31 05:26:01", "2011-08-29 06:59:51", "open", "How can I get remote repository with grit?", "2", "open", "sjoonk", "no owner", "no milestone"
"1", "grit", "27", "2010-08-25 13:39:29", "2011-10-26 17:41:39", "open", "Invalid tar file on windows", "4", "open", "jalilnejad", "no owner", "no milestone"
"1", "grit", "24", "2010-08-14 07:59:00", "2013-10-18 09:39:27", "open", "1.9 Encoding Issue", "9", "open", "cehoffman", "no owner", "no milestone"
"1", "grit", "21", "2010-04-27 15:43:24", "2010-04-27 15:43:24", "open", "Make remote/HEAD resolve to a commit id", "0", "open", "thinkerbot", "no owner", "no milestone"
"1", "grit", "19", "2010-03-22 12:32:02", "2010-03-22 12:32:02", "open", "Tree#to_s to give sha1?", "0", "open", "candlerb", "no owner", "no milestone"
"1", "grit", "18", "2010-03-22 12:30:53", "2010-08-04 12:08:23", "open", "Difficult to get tree sha1 from repo/head", "2", "open", "candlerb", "no owner", "no milestone"
"1", "grit", "17", "2010-03-22 12:22:48", "2011-07-09 20:04:44", "open", "init_bare ignores errors from git-init", "1", "open", "candlerb", "no owner", "no milestone"
"1", "grit", "16", "2010-03-22 12:18:42", "2010-03-22 12:18:42", "open", "r.head.commit is 'HEAD' in empty repo", "0", "open", "candlerb", "no owner", "no milestone"
"1", "grit", "15", "2010-03-22 12:14:07", "2010-03-22 12:14:07", "open", "update_ref is not atomic", "0", "open", "candlerb", "no owner", "no milestone"
"1", "grit", "14", "2010-02-14 17:59:54", "2011-07-09 19:59:35", "open", ".git/description missing on server", "1", "open", "sanders", "no owner", "no milestone"
"1", "grit", "12", "2010-02-10 15:53:46", "2010-11-28 20:00:30", "open", "I get nil for blob.name when fetched directly from the Repo", "3", "open", "krisleech", "no owner", "no milestone"
"1", "grit", "10", "2010-01-05 18:35:07", "2011-07-13 17:15:07", "open", "Grit::Git#sh has problem with stdout.read on Passenger", "5", "open", "robertsosinski", "no owner", "no milestone"
"1", "grit", "4", "2009-07-21 04:05:04", "2013-01-10 12:21:10", "open", "win32 popen3", "1", "open", "ghazel", "no owner", "no milestone"
"1", "grit", "3", "2009-06-14 14:10:16", "2013-04-06 15:29:16", "open", "Need to set --work-tree", "8", "open", "ConradIrwin", "no owner", "no milestone"
"1", "grit", "2", "2009-06-14 12:53:00", "2012-05-30 08:11:55", "open", "Should throw errors", "4", "open", "ConradIrwin", "no owner", "no milestone"
"27", "rubinius", "2778", "2013-11-11 16:36:10", "2013-11-11 16:36:10", "open", "Process.spawn with non-existing command should set $? accordingly.", "0", "open", "razielgn", "no owner", "no milestone"
"27", "rubinius", "2776", "2013-11-10 12:23:01", "2013-11-11 21:59:50", "open", "crash report - Thread deadlock in ::lock()!", "8", "open", "tomquas", "no owner", "no milestone"
"27", "rubinius", "2775", "2013-11-10 12:07:10", "2013-11-10 12:45:35", "open", "crash during execution", "0", "open", "tomquas", "no owner", "no milestone"
"27", "rubinius", "2772", "2013-11-09 19:57:15", "2013-11-09 19:57:37", "open", "IO#read without args on a socket should return ASCII-8BIT string", "0", "open", "nocode", "no owner", "no milestone"
"27", "rubinius", "2771", "2013-11-09 19:51:55", "2013-11-09 19:51:55", "open", "rb_io_get_io missing from C-API", "0", "open", "nocode", "no owner", "no milestone"
"27", "rubinius", "2765", "2013-11-05 06:21:04", "2013-11-06 14:07:26", "open", "Omniauth undefined method `encoding' on nil:NilClass.", "19", "open", "kevinzhow", "no owner", "no milestone"
"27", "rubinius", "2764", "2013-11-03 13:59:06", "2013-11-08 12:32:46", "open", "Unable to unpack bootstrap gems during configure", "3", "open", "avaranovich", "no owner", "no milestone"
"27", "rubinius", "2758", "2013-10-31 22:52:43", "2013-10-31 22:53:35", "open", "getsockopt with symbol level,optname fails", "0", "open", "nocode", "no owner", "no milestone"
"27", "rubinius", "2756", "2013-10-31 22:12:59", "2013-10-31 22:12:59", "open", "still missing some socket constants", "0", "open", "nocode", "no owner", "no milestone"
"27", "rubinius", "2754", "2013-10-31 22:03:45", "2013-10-31 22:03:45", "open", "FD_CLOEXEC should be default for Ruby 2.0 compatibility", "0", "open", "nocode", "no owner", "no milestone"
"27", "rubinius", "2746", "2013-10-29 02:21:41", "2013-10-30 14:24:27", "open", "BigDecimal is too slow (need benchmark)", "2", "open", "brodock", "no owner", "no milestone"
"27", "rubinius", "2740", "2013-10-26 10:17:05", "2013-10-28 19:25:11", "open", " Too many open files - creating pipe (Errno::EMFILE)", "7", "open", "thehappycoder", "no owner", "no milestone"
"27", "rubinius", "2737", "2013-10-24 21:39:36", "2013-10-30 18:30:28", "open", "Some failures when running the mspecs on OpenBSD", "9", "open", "jeremyevans", "no owner", "no milestone"
"27", "rubinius", "2734", "2013-10-24 21:07:34", "2013-10-27 01:35:57", "open", "Rubinius build options override those provided to gem installs", "1", "open", "stouset", "no owner", "no milestone"
"27", "rubinius", "2732", "2013-10-24 17:49:11", "2013-11-05 20:42:55", "open", "Unable to rbx -S gem install bundler with rubinius 2.1.1 on OpenBSD", "11", "open", "jeremyevans", "no owner", "no milestone"
"27", "rubinius", "2730", "2013-10-23 17:10:14", "2013-11-06 20:10:28", "open", "RSpec / Rails: Slow startup/run times.", "18", "open", "meskyanichi", "no owner", "no milestone"
"27", "rubinius", "2711", "2013-10-16 02:33:40", "2013-10-16 12:20:10", "open", "Global variables with local scope", "4", "open", "patriciomacadden", "no owner", "no milestone"
"27", "rubinius", "2710", "2013-10-15 21:51:49", "2013-10-25 18:15:36", "open", "JSON.dump performance issue", "2", "open", "jasonrclark", "no owner", "no milestone"
"27", "rubinius", "2708", "2013-10-15 14:51:40", "2013-10-25 18:15:58", "open", "crash report", "2", "open", "washu", "no owner", "no milestone"
"27", "rubinius", "2692", "2013-10-13 00:22:37", "2013-10-21 06:09:30", "open", "Abort on running a threaded task", "2", "open", "natew", "no owner", "no milestone"
"27", "rubinius", "2691", "2013-10-11 16:12:53", "2013-10-30 13:35:26", "open", "Installing rubinius 2.x.x fails", "13", "open", "arohr", "no owner", "no milestone"
"27", "rubinius", "2685", "2013-10-09 13:49:15", "2013-10-27 00:48:57", "open", "IO#ensure_open_and_writable might not check writability correctly", "1", "open", "godfat", "no owner", "no milestone"
"27", "rubinius", "2682", "2013-10-09 09:43:44", "2013-10-25 17:37:04", "open", "Rails server raises exception", "3", "open", "ka8725", "no owner", "no milestone"
"27", "rubinius", "2679", "2013-10-08 19:27:52", "2013-10-25 18:31:00", "open", "Crash when firing up Rails app", "6", "open", "cpuguy83", "no owner", "no milestone"
"27", "rubinius", "2678", "2013-10-08 18:33:37", "2013-10-22 12:40:37", "open", "Problem destructuring block arguments with unused (_) variables", "0", "open", "jasonrclark", "no owner", "no milestone"
"27", "rubinius", "2674", "2013-10-08 05:48:35", "2013-10-08 06:53:40", "open", "Crash when using Pry in highly concurrent environment", "2", "open", "JackDanger", "no owner", "no milestone"
"27", "rubinius", "2673", "2013-10-08 05:16:27", "2013-10-28 22:06:45", "open", "Crash when very quickly creating 300+ threads", "2", "open", "JackDanger", "no owner", "no milestone"
"27", "rubinius", "2669", "2013-10-07 12:39:33", "2013-11-06 18:00:38", "open", "keyword arguments", "17", "open", "schmurfy", "no owner", "no milestone"
"27", "rubinius", "2666", "2013-10-07 07:35:38", "2013-10-07 08:19:36", "open", "Encoding related spec failures in Debian chroot", "2", "open", "postmodern", "no owner", "no milestone"
"27", "rubinius", "2662", "2013-10-07 01:03:00", "2013-10-28 21:17:38", "open", "mysql2 related crashes when running specs", "7", "open", "sayap", "no owner", "no milestone"
"27", "rubinius", "2661", "2013-10-06 23:42:29", "2013-10-11 09:11:19", "open", "UDP sockets fail when sending multiple packets to non-listening port", "1", "open", "cheald", "no owner", "no milestone"
"27", "rubinius", "2641", "2013-10-05 09:03:48", "2013-10-23 01:06:59", "open", "Intern array literals (%i[a b c]) are not implemented", "3", "open", "d11wtq", "no owner", "no milestone"
"27", "rubinius", "2629", "2013-10-02 21:02:22", "2013-10-24 19:00:35", "open", "Add rb_class_real per #2358", "6", "open", "sodabrew", "no owner", "no milestone"
"27", "rubinius", "2628", "2013-10-01 18:15:42", "2013-10-01 18:33:37", "open", "Possible Mutex bug", "1", "open", "brixen", "no owner", "no milestone"
"27", "rubinius", "2627", "2013-09-29 16:43:50", "2013-10-17 12:21:01", "open", "no such file to load -- rubygems/path_support (LoadError)", "5", "open", "SPK201", "no owner", "no milestone"
"27", "rubinius", "2621", "2013-09-28 04:37:57", "2013-11-06 19:58:54", "open", "crash report", "2", "open", "wtn", "no owner", "no milestone"
"27", "rubinius", "2604", "2013-09-17 07:52:23", "2013-09-28 13:27:57", "open", "LANG unset", "8", "open", "yatish27", "no owner", "no milestone"
"27", "rubinius", "2603", "2013-09-16 13:43:55", "2013-09-18 12:53:10", "open", "assignment-in-if statement inconsistency", "6", "open", "jfredett", "no owner", "no milestone"
"27", "rubinius", "2600", "2013-09-13 23:20:57", "2013-09-18 12:15:14", "open", "TopLevel and Object.const_set should automatically set Module#name of anonymous modules", "6", "open", "kachick", "no owner", "no milestone"
"27", "rubinius", "2598", "2013-09-13 18:42:23", "2013-09-13 23:45:43", "open", "avdi/naught test suite failing from Module#const_set", "2", "open", "graysonwright", "no owner", "no milestone"
"27", "rubinius", "2596", "2013-09-12 14:09:36", "2013-09-12 17:23:51", "open", "Proc#block inconsistency", "6", "open", "jfredett", "no owner", "no milestone"
"27", "rubinius", "2595", "2013-09-12 05:32:08", "2013-10-14 03:37:22", "open", "Lambda literal syntax with arguments and whitespace", "3", "open", "keichan34", "no owner", "no milestone"
"27", "rubinius", "2574", "2013-08-26 17:37:44", "2013-09-21 01:03:11", "open", "do-block argument parsing inconsistency", "1", "open", "jfredett", "no owner", "no milestone"
"27", "rubinius", "2522", "2013-08-02 10:30:50", "2013-08-03 02:24:49", "open", "String delete/tr slowish compared to MRI", "2", "open", "agrimm", "no owner", "no milestone"
"27", "rubinius", "2507", "2013-07-29 14:24:27", "2013-08-12 19:16:37", "open", "getaddrinfo causing crash under sidekiq", "2", "open", "cpuguy83", "no owner", "no milestone"
"27", "rubinius", "2504", "2013-07-26 23:47:30", "2013-10-10 04:06:34", "open", "Deployable engine version doesn't match local version, can't bundle", "28", "open", "jc00ke", "no owner", "no milestone"
"27", "rubinius", "2478", "2013-07-21 10:03:08", "2013-08-03 13:08:49", "open", "Dir['**/**/**'] raises "Coercion error: nil.to_str => String failed"", "0", "open", "iainbeeston", "leocassarani", "no milestone"
"27", "rubinius", "2471", "2013-07-19 15:22:12", "2013-10-09 07:07:15", "open", "JIT problem", "3", "open", "hosiawak", "no owner", "no milestone"
"27", "rubinius", "2462", "2013-07-16 10:08:24", "2013-11-07 21:29:30", "open", "Nokogiri test suite crashes", "3", "open", "razielgn", "no owner", "no milestone"
"27", "rubinius", "2442", "2013-07-11 14:33:15", "2013-09-19 21:50:42", "open", "Strange transient failures with Racc", "2", "open", "whitequark", "no owner", "no milestone"
"27", "rubinius", "2438", "2013-07-09 19:16:16", "2013-08-28 16:13:49", "open", "Faster Primality Testing and Factorization Methods for Ruby", "6", "open", "jzakiya", "no owner", "no milestone"
"27", "rubinius", "2390", "2013-06-19 13:52:58", "2013-09-25 21:02:03", "open", "Make ObjectSpace.each_object(Class|Module) faster", "0", "open", "dgutov", "no owner", "no milestone"
"27", "rubinius", "2380", "2013-06-09 16:48:29", "2013-08-27 15:53:17", "open", "Strip omit-frame-pointer flag", "4", "open", "brainopia", "no owner", "no milestone"
